ADDRESS,DATE_OF_OFFENSE,TIME_OF_OFFENSE,DATE_OFFENSE_RECORDED,REPORT_YEAR,MONTH,POLICE_DISTRICT,WARD,TYPE_OF_HATE_BIAS,TARGETED_GROUP,TOP_OFFENSE_TYPE,MAR_LATITUDE,MAR_LONGITUDE,YEAR,DAY_OF_WEEK,MONTH_NAME
3200 block of O St NW,2023-06-16 04:00:00+00:00,1745,2023/06/20 04:00:00+00,2023,6,2D,Ward 2,Sexual Orientation,,Damage/Defacing/Destruction of Property,38.90783543,-77.06443204,2023,Friday,June
Unit block of R St NW,2023-06-17 04:00:00+00:00,0939,2023/06/17 04:00:00+00,2023,6,3D,Ward 5,Sexual Orientation,,Damage/Defacing/Destruction of Property,38.91260236,-77.0106032,2023,Saturday,June
1200 block of 23rd St NW,2023-06-20 04:00:00+00:00,1504,2023/06/20 04:00:00+00,2023,6,2D,Ward 2,Ethnicity/National Origin,Mexican,Simple Assault,38.90625455,-77.0501035,2023,Tuesday,June
14th St NW and T St NW,2023-06-25 04:00:00+00:00,0300,2023/06/25 04:00:00+00,2023,6,3D,Ward 1/Ward 2,Sexual Orientation,,Simple Assault,38.91556834,-77.03195552,2023,Sunday,June
100 block of Randolph Pl NW,2023-07-05 04:00:00+00:00,2055,2023/07/07 04:00:00+00,2023,7,3D,Ward 5,Sexual Orientation,,Threats,38.91334395,-77.01312142,2023,Wednesday,July
1600 block of 17th St NW,2023-07-05 04:00:00+00:00,1744,2023/07/05 04:00:00+00,2023,7,3D,Ward 2,Ethnicity/National Origin,Hispanic,Simple Assault,38.9114974,-77.03848454,2023,Wednesday,July
3200 block of Northampton St NW,2023-07-06 04:00:00+00:00,1720,2023/07/06 04:00:00+00,2023,7,2D,Ward 4,Race,Black,Simple Assault,38.96581246,-77.0651334,2023,Thursday,July
1100 block of Euclid St NW,2023-07-07 04:00:00+00:00,2330,2023/07/11 04:00:00+00,2023,7,3D,Ward 1,Ethnicity/National Origin,Hispanic,Sexual Assault,38.92376281,-77.02753769,2023,Friday,July
1000 block of 14th St NW,2023-07-08 04:00:00+00:00,0300,2023/07/08 04:00:00+00,2023,7,2D,Ward 2,Sexual Orientation,,Sex Abuse,38.90312998,-77.03195398,2023,Saturday,July
1400 block of P St NW,2023-07-09 04:00:00+00:00,1109,2023/07/09 04:00:00+00,2023,7,2D,Ward 2,Sexual Orientation,,Threats,38.90965158,-77.03325434,2023,Sunday,July
1100 block of Vermont Ave NW,2023-07-13 04:00:00+00:00,1800,2023/07/14 04:00:00+00,2023,7,2D,Ward 2,Sexual Orientation,,Threats,38.90452619,-77.03261406,2023,Thursday,July
600 block of Pennsylvania Ave SE,2023-07-15 04:00:00+00:00,1045,2023/07/15 04:00:00+00,2023,7,1D,Ward 6,Sexual Orientation,,Simple Assault,38.8851343,-76.99731546,2023,Saturday,July
200 block of Florida Ave NW,2023-07-21 04:00:00+00:00,2201,2023/07/21 04:00:00+00,2023,7,3D,Ward 5,Race,White,Simple Assault,38.91277032,-77.01369668,2023,Friday,July
1300 block of D St SE,2023-07-22 04:00:00+00:00,1942,2023/07/23 04:00:00+00,2023,7,1D,Ward 6,Religion,Jewish,Damage/Defacing/Destruction of Property,38.88410402,-76.98691567,2023,Saturday,July
1000 block of 5th St NE,2023-07-27 04:00:00+00:00,0239,2023/07/27 04:00:00+00,2023,7,5D,Ward 6,Gender Identity/Expression,,ADW,38.90312048,-76.99950715,2023,Thursday,July
2300 block of 18th St NW,2023-08-05 04:00:00+00:00,0339,2023/08/05 04:00:00+00,2023,8,3D,Ward 1,Gender Identity/Expression,,Simple Assault,38.92012523,-77.04185915,2023,Saturday,August
1300 block of Park Rd NW,2023-08-08 04:00:00+00:00,1716,2023/08/08 04:00:00+00,2023,8,3D,Ward 1,Gender Identity/Expression,,Simple Assault,38.93112805,-77.03027968,2023,Tuesday,August
Georgia Ave NW and Randolph St NW,2023-08-16 04:00:00+00:00,1647,2023/08/16 04:00:00+00,2023,8,4D,Ward 4,Ethnicity/National Origin,Hispanic,Theft,38.93868418,-77.02469029,2023,Wednesday,August
1300 block of Morris Rd SE,2023-08-17 04:00:00+00:00,2111,2023/08/17 04:00:00+00,2023,8,7D,Ward 8,Race,White,Simple Assault,38.86163044,-76.98945991,2023,Thursday,August
1300 block of New York Ave NE,2023-08-20 04:00:00+00:00,0530,2023/08/20 04:00:00+00,2023,8,5D,Ward 5,Ethnicity/National Origin,African,Simple Assault,38.91514531,-76.98655712,2023,Sunday,August
1600 block of Connecticut Ave NW,2023-08-23 04:00:00+00:00,1442,2023/08/23 04:00:00+00,2023,8,2D,Ward 2,Race,White,Threats,38.90992743,-77.04360696,2023,Wednesday,August
1400 block of Sheridan St NW,2023-08-26 04:00:00+00:00,1757,2023/08/26 04:00:00+00,2023,8,4D,Ward 4,Sexual Orientation,,Simple Assault,38.96613491,-77.03490168,2023,Saturday,August
300 block of 7th St NW,2023-09-01 04:00:00+00:00,1031,2023/09/01 04:00:00+00,2023,9,1D,Ward 2,Race,White,Simple Assault,38.89358578,-77.02191474,2023,Friday,September
100 block of Q St SW,2023-09-01 04:00:00+00:00,2241,2023/09/02 04:00:00+00,2023,9,1D,Ward 6,Race,White,Simple Assault,38.87074242,-77.01292004,2023,Friday,September
1200 block of Wisconsin Ave NW,2023-09-01 04:00:00+00:00,2120,2023/09/01 04:00:00+00,2023,9,2D,Ward 2,Race,Black,Simple Assault,38.90560134,-77.06282229,2023,Friday,September
2000 block of 8th St NW,2023-09-06 04:00:00+00:00,0800,2023/09/10 04:00:00+00,2023,9,3D,Ward 1,Sexual Orientation,,Damage/Defacing/Destruction of Property,38.91723646,-77.02294573,2023,Wednesday,September
700 block of 4th St NW,2023-09-13 04:00:00+00:00,1900,2023/09/14 04:00:00+00,2023,9,1D,Ward 6,Ethnicity/National Origin,Jewish,Displaying Symbols,38.89905938,-77.01618629,2023,Wednesday,September
2nd St NW and F St NW,2023-09-13 04:00:00+00:00,1800,2023/09/13 04:00:00+00,2023,9,1D,Ward 6,Ethnicity/National Origin,Jewish,Displaying Symbols,38.89733902,-77.01365025,2023,Wednesday,September
600 block of H St NW,2023-09-16 04:00:00+00:00,1846,2023/09/16 04:00:00+00,2023,9,1D,Ward 2,Gender Identity/Expression,,Threats,38.89981191,-77.0209122,2023,Saturday,September
1300 block of Connecticut Ave NW,2023-09-17 04:00:00+00:00,1246,2023/09/17 04:00:00+00,2023,9,2D,Ward 2,Ethnicity/National Origin,Jewish,Displaying Symbols,38.90992743,-77.04360696,2023,Sunday,September
2100 block of I St NE,2023-09-26 04:00:00+00:00,1536,2023/09/26 04:00:00+00,2023,9,5D,Ward 5,Ethnicity/National Origin,African,ADW,38.9032552,-76.97303375,2023,Tuesday,September
3700 block of Connecticut Ave NW,2023-09-26 04:00:00+00:00,1816,2023/09/26 04:00:00+00,2023,9,2D,Ward 3,Sexual Orientation,,Simple Assault,38.93880748,-77.06039621,2023,Tuesday,September
1500 block of M St NW,2023-09-27 04:00:00+00:00,1551,2023/09/27 04:00:00+00,2023,9,2D,Ward 2,Ethnicity/National Origin; Race,Black; Jewish,Displaying Symbols,38.90565029,-77.0355515,2023,Wednesday,September
30th St NW and M St NW,2023-10-02 04:00:00+00:00,1747,2023/10/02 04:00:00+00,2023,10,2D,Ward 2,Ethnicity/National Origin,Jewish,Robbery,38.90521862,-77.05916771,2023,Monday,October
2300 block of L St NW,2023-10-06 04:00:00+00:00,1845,2023/10/06 04:00:00+00,2023,10,2D,Ward 2,Religion,Muslim,Simple Assault,38.90373697,-77.05076337,2023,Friday,October
17th St NW and Corcoran St NW,2023-10-07 04:00:00+00:00,1915,2023/10/07 04:00:00+00,2023,10,3D,Ward 2,Sexual Orientation,,Simple Assault,38.91186927,-77.03848371,2023,Saturday,October
2900 block of Nash Pl SE,2023-10-14 04:00:00+00:00,2044,2023/10/14 04:00:00+00,2023,10,6D,Ward 7,Sexual Orientation; Personal Appearance,,Robbery,38.87587372,-76.96745793,2023,Saturday,October
2100 block of 37th St NW,2023-10-18 04:00:00+00:00,0729,2023/10/18 04:00:00+00,2023,10,2D,Ward 3,Ethnicity/National Origin,Israeli,Damage/Defacing/Destruction of Property,38.91844009,-77.07293883,2023,Wednesday,October
1700 P St NW,2023-10-19 04:00:00+00:00,1906,2023/10/19 04:00:00+00,2023,10,2D,Ward 2,Ethnicity/National Origin,Israeli,Damage/Defacing/Destruction of Property,38.90964547,-77.04008007,2023,Thursday,October
2100 block of Queens Chapel Rd NE,2023-10-22 04:00:00+00:00,0300,2023/10/24 04:00:00+00,2023,10,5D,Ward 5,Gender Identity/Expression,,Simple Assault,38.91912162,-76.97240933,2023,Sunday,October
2600 block of Virginia Ave NW,2023-10-23 04:00:00+00:00,1100,2023/10/23 04:00:00+00,2023,10,2D,Ward 2,Ethnicity/National Origin,Jewish,Displaying Symbols,38.89977437,-77.05495496,2023,Monday,October
600 block of H St NE,2023-10-23 04:00:00+00:00,1623,2023/10/23 04:00:00+00,2023,10,1D,Ward 6,Ethnicity/National Origin,Jewish,Displaying Symbols,38.90020336,-76.99730482,2023,Monday,October
400 block of T St NW,2023-10-27 04:00:00+00:00,1805,2023/10/27 04:00:00+00,2023,10,3D,Ward 1,Race,White,Simple Assault,38.91584906,-77.01794232,2023,Friday,October
Buchanan St NW and Georgia Ave NW,2023-10-27 04:00:00+00:00,1717,2023/10/27 04:00:00+00,2023,10,4D,Ward 4,Sexual Orientation; Race,White,ADW,38.94612542,-77.02660006,2023,Friday,October
200 block of M St NE,2023-10-28 04:00:00+00:00,1626,2023/10/28 04:00:00+00,2023,10,5D,Ward 6,Sexual Orientation,,Threats,38.90564363,-77.00447272,2023,Saturday,October
1600 block of Maryland Ave NE,2023-10-28 04:00:00+00:00,2120,2023/10/28 04:00:00+00,2023,10,5D,Ward 5,Disability,,Threats,38.9015468,-76.97993763,2023,Saturday,October
1000 block of 4th St SW,2023-10-30 04:00:00+00:00,2200,2023/11/03 04:00:00+00,2023,11,1D,Ward 6,Religion,Jewish,Damage/Defacing/Destruction of Property,38.87786661,-77.01763474,2023,Monday,October
1600 block of 16th ST NW,2023-11-04 04:00:00+00:00,1614,2023/11/04 04:00:00+00,2023,11,3D,Ward 2,Ethnicity/National Origin,Israeli,Damage/Defacing/Destruction of Property,38.91149641,-77.03651636,2023,Saturday,November
1200 block of 33rd St NW,2023-11-05 04:00:00+00:00,1350,2023/11/06 05:00:00+00,2023,11,2D,Ward 2,Ethnicity/National Origin,Israeli,Damage/Defacing/Destruction of Property,38.90553414,-77.06607055,2023,Sunday,November
1600 block of Rhode Island Ave NW,2023-11-08 05:00:00+00:00,1050,2023/11/08 05:00:00+00,2023,11,2D,Ward 2,Sexual Orientation,,Threats,38.90699416,-77.03726404,2023,Wednesday,November
5800 block of Georgia Ave NW,2023-11-09 05:00:00+00:00,1425,2023/11/09 05:00:00+00,2023,11,4D,Ward 4,Ethnicity/National Origin,Hispanic,Robbery,38.95968259,-77.02813619,2023,Thursday,November
23rd St NW and Q St NW,2023-11-10 05:00:00+00:00,2023,2023/11/10 05:00:00+00,2023,11,2D,Ward 2,Ethnicity/National Origin,Israeli,Damage/Defacing/Destruction of Property,38.91107534,-77.05074832,2023,Friday,November
1200 block of 28th ST NW,2023-11-11 05:00:00+00:00,1800,2023/11/11 05:00:00+00,2023,11,2D,Ward 2,Religion,Jewish,Simple Assault,38.90565935,-77.05703519,2023,Saturday,November
800 block of Bladensburg Rd NE,2023-11-14 05:00:00+00:00,1710,2023/11/14 05:00:00+00,2023,11,5D,Ward 5,Ethnicity/National Origin,Israeli,Threats,38.90045504,-76.98314199,2023,Tuesday,November
1400 block of Q St NW,2023-11-17 05:00:00+00:00,2046,2023/11/17 05:00:00+00,2023,11,3D,Ward 2,Ethnicity/National Origin,Jewish,Simple Assault,38.91112669,-77.03325399,2023,Friday,November
400 block of K St NE,2023-11-21 05:00:00+00:00,0130,2023/11/21 05:00:00+00,2023,11,5D,Ward 6,Gender Identity/Expression,,Robbery,38.90251305,-77.00004047,2023,Tuesday,November
1300 block of New Hampshire Ave NW,2023-12-01 05:00:00+00:00,0255,2023/12/06 05:00:00+00,2023,12,2D,Ward 2,Ethnicity/National Origin,Palestinian,Stalking,38.90765101,-77.04530051,2023,Friday,December
4th St NE and F St NE,2023-12-01 05:00:00+00:00,1535,2023/12/01 05:00:00+00,2023,12,1D,Ward 6,Race,Black,Threats,38.89733477,-77.0005712,2023,Friday,December
1300 block of 14th St NW,2023-12-04 05:00:00+00:00,1645,2023/12/05 05:00:00+00,2023,12,2D,Ward 2,Gender Identity/Expression,,Threats,38.90803854,-77.03195018,2023,Monday,December
12th St NW and N St NW,2023-12-14 05:00:00+00:00,1534,2023/12/14 05:00:00+00,2023,12,3D,Ward 2,Sexual Orientation,,Simple Assault,38.90723996,-77.02808826,2023,Thursday,December
2800 block of Wisconsin Ave NW,2023-12-17 05:00:00+00:00,0812,2023/12/17 05:00:00+00,2023,12,2D,Ward 3,Religion,Jewish,Threats,38.9268556,-77.07318789,2023,Sunday,December
1900 block of 12th St NW,2023-12-18 05:00:00+00:00,1530,2023/12/18 05:00:00+00,2023,12,3D,Ward 1,Race,White,Simple Assault,38.91628523,-77.02808137,2023,Monday,December
600 block of I St NW,2023-12-18 05:00:00+00:00,0430,2023/12/18 05:00:00+00,2023,12,1D,Ward 2,Religion,Jewish,Threats,38.90086787,-77.02090986,2023,Monday,December
5000 block of North Capitol St NE,2023-05-28 04:00:00+00:00,0450,2023/05/28 04:00:00+00,2023,5,4D,Ward 4/Ward 5,Sexual Orientation,,Threats,38.95172359,-77.00895848,2023,Sunday,May
4000 block of Minnesota Ave NE,2023-12-19 05:00:00+00:00,1545,2023/12/19 05:00:00+00,2023,12,6D,Ward 7,Ethnicity/National Origin,Jewish,Displaying Symbols,38.89665588,-76.94764751,2023,Tuesday,December
2700 block of Pennsylvania Ave NW,2023-12-23 05:00:00+00:00,0900,2023/12/29 05:00:00+00,2023,12,2D,Ward 2,Ethnicity/National Origin,Jewish,Simple Assault,38.90453142,-77.05590203,2023,Saturday,December
2700 block of New York Ave NE,2023-12-24 05:00:00+00:00,0232,2023/12/24 05:00:00+00,2023,12,5D,Ward 5,Race,Black,Threats,38.91713721,-76.96513406,2023,Sunday,December
2000 block of 14th St SE,2012-07-08 04:00:00+00:00,0930,2012/07/08 04:00:00+00,2012,7,7D,Ward 8,Sexual Orientation,,Damage/Defacing/Destruction of Property,38.86547877,-76.9855106,2012,Sunday,July
1500 block of Spring Pl NW,2012-08-18 04:00:00+00:00,1341,2012/08/18 04:00:00+00,2012,8,4D,Ward 1,Sexual Orientation,,Threats,38.93673468,-77.03526907,2012,Saturday,August
2100 block of 18th St NW,2012-08-25 04:00:00+00:00,1957,2012/08/25 04:00:00+00,2012,8,3D,Ward 1,Religion,Jewish,Simple Assault,38.9182812,-77.04168083,2012,Saturday,August
200 block of W St NW,2012-10-07 04:00:00+00:00,0509,2012/10/07 04:00:00+00,2012,10,3D,Ward 1,Sexual Orientation,,ADW,38.91951641,-77.01633715,2012,Sunday,October
2800 block of Georgia Ave NW,2012-10-31 04:00:00+00:00,2339,2012/10/31 04:00:00+00,2012,10,3D,Ward 1,Sexual Orientation,,Threats,38.92639173,-77.022842,2012,Wednesday,October
4200 block of 3rd St NW,2012-12-22 05:00:00+00:00,0235,2012/12/22 05:00:00+00,2012,12,4D,Ward 4,Sexual Orientation,,Simple Assault,38.94269977,-77.01543038,2012,Saturday,December
1300 block of U St NW,2013-01-13 05:00:00+00:00,0214,2013/01/13 05:00:00+00,2013,1,3D,Ward 1,Sexual Orientation,,Simple Assault,38.91700008,-77.03078611,2013,Sunday,January
2100 block of Queens Chapel Rd NE,2013-02-27 05:00:00+00:00,0020-0022,2013/02/27 05:00:00+00,2013,2,5D,Ward 5,Race,White,Threats,38.91912162,-76.97240933,2013,Wednesday,February
Connecticut Ave NW and Jefferson Pl NW,2013-03-17 04:00:00+00:00,2230,2013/03/17 04:00:00+00,2013,3,2D,Ward 2,Ethnicity/National Origin,Arab/Middle Eastern,Threats,38.90645968,-77.04159094,2013,Sunday,March
1300 block of Potomac Ave SE,2013-05-11 04:00:00+00:00,1701-1711,2013/05/11 04:00:00+00,2013,5,1D,Ward 6,Race,White,Simple Assault,38.87923245,-76.98819709,2013,Saturday,May
Unit block of Massachusetts Ave NW,2013-06-11 04:00:00+00:00,1433-1440,2013/06/11 04:00:00+00,2013,6,1D,Ward 6,Race,Black,Threats,38.89789907,-77.0101233,2013,Tuesday,June
400 block of Eastern Ave NE,2013-06-26 04:00:00+00:00,0345-0355,2013/06/26 04:00:00+00,2013,6,6D,Ward 7,Gender Identity/Expression,,Robbery,38.89519701,-76.91237329,2013,Wednesday,June
7th ST NW and P St NW,2013-07-12 04:00:00+00:00,0000,2013/07/12 04:00:00+00,2013,7,3D,Ward 2,Sexual Orientation,,Simple Assault,38.90964515,-77.02191587,2013,Friday,July
2500 block of Alabama Ave SE,2013-08-12 04:00:00+00:00,0025-0030,2013/08/12 04:00:00+00,2013,8,7D,Ward 8,Sexual Orientation,,Simple Assault,38.85787887,-76.96907037,2013,Monday,August
100 block of 58th St SE,2013-09-28 04:00:00+00:00,13-139078,2013/09/28 04:00:00+00,2013,9,6D,Ward 7,Sexual Orientation,,ADW,38.88833055,-76.91742771,2013,Saturday,September
1500 block of K St NW,2013-11-07 05:00:00+00:00,1800-1045,2013/11/08 05:00:00+00,2013,11,2D,Ward 2,Religion,Jewish,Damage/Defacing/Destruction of Property,38.90252403,-77.03556009,2013,Thursday,November
1700 block of 1st St NW,2014-02-03 05:00:00+00:00,0745-1600,2014/02/03 05:00:00+00,2014,2,3D,Ward 5,Race,Black,Damage/Defacing/Destruction of Property,38.91297462,-77.01215788,2014,Monday,February
1500 block of K St NW,2014-02-21 05:00:00+00:00,1155-1200,2014/02/21 05:00:00+00,2014,2,2D,Ward 2,Religion,Jewish,Damage/Defacing/Destruction of Property,38.90252403,-77.03556009,2014,Friday,February
700 block of Quincy St NW,2014-04-11 04:00:00+00:00,1200 - 1000,2014/04/12 04:00:00+00,2014,4,4D,Ward 4,Religion,Jewish,Damage/Defacing/Destruction of Property,38.93767438,-77.02227513,2014,Friday,April
700 block of 8TH St SE,2014-05-20 04:00:00+00:00,1618-1620,2014/05/20 04:00:00+00,2014,5,1D,Ward 6,Sexual Orientation,,Simple Assault,38.88027577,-76.9949766,2014,Tuesday,May
1600 block of F St NE,2014-06-16 04:00:00+00:00,2135-2140,2014/06/16 04:00:00+00,2014,6,5D,Ward 7,Gender Identity/Expression,,ADW,38.89666444,-76.98148786,2014,Monday,June
1300 block of New Hampshire Ave NW,2014-07-14 04:00:00+00:00,2049-2132,2014/07/14 04:00:00+00,2014,7,2D,Ward 2,Religion,Jewish,Threats,38.90765101,-77.04530051,2014,Monday,July
H St NW and Vermont Ave NW,2014-07-20 04:00:00+00:00,1900-1910,2014/07/20 04:00:00+00,2014,7,2D,Ward 2,Ethnicity/National Origin,Black/African,Simple Assault,38.90020201,-77.03512903,2014,Sunday,July
1700 block of Columbia Rd NW,2014-08-03 04:00:00+00:00,1401,2014/08/03 04:00:00+00,2014,8,3D,Ward 1,Race,Black,Simple Assault,38.92465629,-77.03965317,2014,Sunday,August
5100 block of Nannie Helen Burroughs Ave NE,2014-10-03 04:00:00+00:00,1320-1321,2014/10/03 04:00:00+00,2014,10,6D,Ward 7,Sexual Orientation,,Threats,38.89834838,-76.9265671,2014,Friday,October
900 block of Division Ave NE,2014-11-06 05:00:00+00:00,1820-1830,2014/11/03 05:00:00+00,2014,11,6D,Ward 7,Sexual Orientation,,ADW,38.90193473,-76.92436576,2014,Thursday,November
2900 block of Martin Luther King Jr Ave SE,2015-02-05 05:00:00+00:00,0230-0250,2015/02/05 05:00:00+00,2015,2,7D,Ward 8,Gender Identity/Expression,,ADW,38.84585837,-76.99681372,2015,Thursday,February
800 block of Pennsylvania Ave SE,2015-03-26 04:00:00+00:00,1058-1059,2015/03/26 04:00:00+00,2015,3,1D,Ward 6,Sexual Orientation,,Simple Assault,38.88394459,-76.99438404,2015,Thursday,March
400 block of Riggs Rd NE,2015-05-21 04:00:00+00:00,2150-2155,2015/05/21 04:00:00+00,2015,5,4D,Ward 4,Race,White,ADW,38.95915728,-77.00084699,2015,Thursday,May
1100 block of Howard Rd SE,2015-06-18 04:00:00+00:00,0200-0215,2015/06/20 04:00:00+00,2015,6,7D,Ward 8,Sexual Orientation,,Simple Assault,38.8622877,-76.99487278,2015,Thursday,June
2100 block of E St NW,2015-07-18 04:00:00+00:00,1625-1629,2015/07/18 04:00:00+00,2015,7,2D,Ward 2,Religion,Muslim,Damage/Defacing/Destruction of Property,38.89601815,-77.04734676,2015,Saturday,July
1500 block of Benning Rd NE,2015-08-27 04:00:00+00:00,1940-1952,2015/08/27 04:00:00+00,2015,8,5D,Ward 7,Gender Identity/Expression,,Threats,38.89997642,-76.98246021,2015,Thursday,August
1800 block of East Capitol St NE,2015-09-15 04:00:00+00:00,1955-1958,2015/09/15 04:00:00+00,2015,9,1D,Ward 7,Race,White,Robbery,38.88980011,-76.97812481,2015,Tuesday,September
2100 block of 4th St NW,2015-10-13 04:00:00+00:00,0935-0951,2015/10/13 04:00:00+00,2015,10,3D,Ward 1,Gender Identity/Expression,,ADW,38.91887246,-77.01779225,2015,Tuesday,October
7th St NW and Indiana Ave NW,2015-11-05 05:00:00+00:00,1820-1828,2015/11/05 05:00:00+00,2015,11,1D,Ward 2,Ethnicity/National Origin,Arab/Middle Eastern,Simple Assault,38.89387694,-77.02191088,2015,Thursday,November
800 block of Connecticut Ave NW,2015-12-19 05:00:00+00:00,0230-0230,2015/12/21 05:00:00+00,2015,12,2D,Ward 2,Ethnicity/National Origin,Latino/Hispanic,ADW,38.90076456,-77.03828024,2015,Saturday,December
1300 block of 7th St NW,2016-01-29 05:00:00+00:00,0001,2016/01/29 05:00:00+00,2016,1,3D,Ward 2,Sexual Orientation,,Simple Assault,38.90790537,-77.02191672,2016,Friday,January
1500 block of North Capitol ST NW,2016-03-14 04:00:00+00:00,1800-1810,2016/03/14 04:00:00+00,2016,3,3D,Ward 5,Race,White,Threats,38.91000719,-77.0090509,2016,Monday,March
6200 block of Dix St NE,2016-04-04 04:00:00+00:00,1108-1120,2016/04/04 04:00:00+00,2016,4,6D,Ward 7,Gender Identity/Expression,,Simple Assault,38.89432481,-76.91174401,2016,Monday,April
5500 block of Conn Ave NW,2016-04-21 04:00:00+00:00,2239-2346,2016/04/21 04:00:00+00,2016,4,2D,Ward 3,Religion,Muslim,Simple Assault,38.96354534,-77.07478453,2016,Thursday,April
2000 block of 14th St NW,2016-05-13 04:00:00+00:00,0456-0500,2016/05/13 04:00:00+00,2016,5,3D,Ward 1,Sexual Orientation,,Threats,38.91755504,-77.0319511,2016,Friday,May
900 block of Hamlin ST NE,2017-10-05 04:00:00+00:00,1918,2017/10/05 04:00:00+00,2017,10,5D,Ward 5,Sexual Orientation,,Threats,38.92748133,-76.99305712,2017,Thursday,October
900 block of Varney ST SE,2017-10-10 04:00:00+00:00,0858,2017/10/10 04:00:00+00,2017,10,7D,Ward 8,Sexual Orientation,,Simple Assault,38.83539124,-76.99152125,2017,Tuesday,October
4200 block of 4th ST SE,2017-10-23 04:00:00+00:00,2228,2017/10/23 04:00:00+00,2017,10,7D,Ward 8,Sexual Orientation,,Threats,38.82802987,-77.00056581,2017,Monday,October
2400 block of Pennsylvania Ave NW,2017-10-31 04:00:00+00:00,1730,2017/11/01 04:00:00+00,2017,11,2D,Ward 2,Ethnicity/National Origin,Jewish,Damage/Defacing/Destruction of Property,38.90330675,-77.05235979,2017,Tuesday,October
4400 block of South Dakota Ave NE,2017-11-05 04:00:00+00:00,0100,2017/11/05 04:00:00+00,2017,11,4D,Ward 5,Ethnicity/National Origin,Black/African,ADW,38.94356917,-76.98460449,2017,Sunday,November
